OBJECTID,Join_Count,TARGET_FID,BUILDINGST,BUILDINGCS,OFFICIALBU,OFFICIAL00,NUMABOVEGR,NUMBASEMEN,TOPHEIGHT,BASEHEIGHT,GROSSFLOOR,Address_Chinese,Address_English,Date_of_Expiry,Date_of_Issue,Lift_No,Location_ID,GeometryLongitude,GeometryLatitude,ADDRES_OF_THE_BUILDING_IN_CHN,ADDRES_OF_THE_BUILDING_IN_ENG,CORPORATION_NUM,THE_INCORPORATED_OWNERS_OF_IN_CHN,THE_INCORPORATED_OWNERS_OF_IN_ENG,GeometryLongitude_1,GeometryLatitude_1,ADDRESS_E,SEARCH1_E,OP_YEAR,AGE,NSEARCH5_E,LATITUDE,LONGITUDE,lsbg_eng,ma_hh,FacilityID,Name,FromBreak,ToBreak,Shape_Leng_1,Shape_Area_12,LIFT,MANAGEMENT,INCOME,MTR_DISTANCE,Shape_Length,Shape_Area,SDU
4226,0,4226,210232,3349021987P20060311,WING MING INDUSTRIAL CENTRE,永明工業中心,1,0,0,0,0,九龍 長沙灣 長裕街 15號,"15 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON",46094,45700,3,0204293-001,114.1499272,22.33692623,九龍長裕街15 號,"15 Cheung Yue Street, Kowloon",3740,永明工業中心,WING MING INDUSTRIAL CENTRE,114.14992,22.33692,15 CHEUNG YUE ST WING MING INDUSTRIAL CENTRE,Sham Shui Po,1978,47,Industrial,22.33695915,114.1499218,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,1,22100,0.05,135.2347421,1129.93407,0
4232,0,4232,210227,3348521678P20060311,THE PACIFICA MALL,宇晴滙,0,0,0,0,0,九龍 荔枝角 深盛路 9號 宇晴軒,"THE PACIFICA, 9 SHAM SHING ROAD, LAI CHI KOK, KOWLOON",46062,45678,16,0513210-004,114.1498015,22.33441571,,,,,,,,9 SHAM SHING RD THE PACIFICA TOWER 5,Sham Shui Po,2005,20,Residential/Composite,22.33442138,114.1498291,255/01-02,60190,0,0.3 - 0.35,0.3,0.35,3.826992578,0.000578167,1,0,60190,0.35,361.0195398,4611.17211,0
4233,0,4233,210226,3348022858P20060311, , ,2,0,0,0,0,九龍 深水埗 琵琶山 郝德傑道 2號 郝德傑山,"CALDECOTT HILL, 2 CALDECOTT ROAD, PIPER'S HILL, SHAM SHUI PO, KOWLOON",45745,45330,1,0812463-001,114.1498578,22.34475572,九龍琵琶山郝德傑道2號,"2 Caldecott Road, Piper's Hill, Kowloon",7517,郝德傑山,CALDECOTT HILL,114.1501,22.34481,CALDECOTT HILL 2 CALDECOTT RD,Sham Shui Po,2004,21,Residential/Composite,22.34482027,114.1497675,"261/01-05, 261/26 and 261/28",62070,0,3.65 - 3.7,3.65,3.7,1.682590064,0.000239216,1,1,62070,3.7,269.1106324,2857.597199,0
4234,0,4234,210225,3348022134P20060311,LAWS COMMERCIAL PLAZA,羅氏商業廣場,5,0,0,0,0,九龍 長沙灣 長沙灣道 786號 至788號 羅氏商業廣場,"LAWS COMMERCIAL PLAZA, 786-788 CHEUNG SHA WAN ROAD, CHEUNG SHA WAN, KOWLOON",45976,45587,7,0810614-001,114.1497911,22.33828079,,,,,,,,788 CHEUNG SHA WAN RD LAWS COMMERCIAL PLAZA,Sham Shui Po,1995,30,Office/Commercial,22.33827602,114.1498155,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,0,25520,0.15,163.9284378,1631.989847,0
4236,0,4236,210223,3347722238P20060311,GARMENT CENTRE,製衣中心,4,1,0,0,0,九龍 長沙灣 青山道 576號 至586號 製衣中心,"GARMENT CENTRE, 576-586 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",45997,45617,1,1105388-001,114.1497229,22.33931027,,,,,,,,30 WING HONG ST GARMENT CENTRE,Sham Shui Po,1980,45,Industrial,22.33921602,114.1497879,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,0,25520,0.2,206.0370895,2612.894934,0
4239,0,4239,210221,3347321755P20060311,The Pacifica Mall,宇晴滙,0,0,0,0,0,九龍 荔枝角 深盛路 9號 宇晴軒,"THE PACIFICA, 9 SHAM SHING ROAD, LAI CHI KOK, KOWLOON",46058,45671,1,0513210-001,114.1495004,22.3353729,九龍長沙灣深盛道9號,"9 Sham Shing Road, Cheung Sha Wan, Kowloon",7326,宇晴軒,THE PACIFICA,114.14978,22.33481,9 SHAM SHING RD THE PACIFICA MALL,Sham Shui Po,2005,20,Residential/Composite,22.33465162,114.1498432,255/01-02,60190,0,0.3 - 0.35,0.3,0.35,3.826992578,0.000578167,1,1,60190,0.35,565.6613193,10162.59464,0
4242,0,4242,210219,3347122044P20060311,YAN FOOK CENTRE,恩福中心,1,1,0,0,0,九龍 長沙灣 長沙灣道 789號,"789 CHEUNG SHA WAN ROAD, CHEUNG SHA WAN, KOWLOON",46051,45653,1,1012649-001,114.1496747,22.33757639,,,,,,,,789 CHEUNG SHA WAN RD YAN FOOK CENTRE,Sham Shui Po,2003,22,Others,22.33747386,114.1497344,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,0,22100,0.05,140.5360593,1046.614249,0
4257,0,4257,210206,3345521916P20060311,GOODLUCK INDUSTRIAL CENTRE,好運工業中心,0,0,17.4,0,0,九龍 長沙灣 荔枝角道 808號 好運工業中心,"GOODLUCK INDUSTRIAL CENTRE, 808 LAI CHI KOK ROAD, CHEUNG SHA WAN, KOWLOON",45899,45498,C1,1207849-001,114.1495488,22.33626693,,,,,,,,808 LAI CHI KOK RD GOODLUCK INDUSTRIAL CENTRE,Sham Shui Po,1985,40,Industrial,22.33631692,114.1495652,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,0,22100,0.05,177.3446452,1986.88897,0
4266,0,4266,210202,3344622292P20060311,DRAGON CENTRE,恆龍工商中心,0,0,0,0,0,九龍 深水埗 永康街 79號,"79 WING HONG STREET, SHAM SHUI PO, KOWLOON",45970,45569,1,0411442-001,114.149519,22.33958115,,,,,,,,79 WING HONG ST THE GLOBE,Sham Shui Po,1998,27,Office/Commercial,22.33969404,114.1494818,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,0,25520,0.25,155.0198006,1334.34347,0
4268,0,4268,214115,3344422216P20060621,WINSUM INDUSTRIAL BUILDING,永盛工業大廈,2,0,0,0,0,九龍 長沙灣 青山道 588號 至592號 永盛工業大廈,"WINSUM INDUSTRIAL BUILDING, 588-592 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",46093,45681,1,0507040-001,114.1494609,22.33899415,"九龍青山道588, 590 及 592號","588, 590 & 592 Castle Peak Road, Kowloon",3173,永盛工業大廈,WINSUM INDUSTRIAL BUILDING,114.14946,22.33899,588/592 CASTLE PEAK RD WINSUM INDUSTRIAL BUILDING,Sham Shui Po,1982,43,Industrial,22.33901656,114.1494596,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,1,25520,0.15,97.10946818,580.6328366,0
4271,0,4271,210196,3344122128P20060311,CHINA UNITED PLAZA,華匯廣場,3,0,0,0,0,九龍 長沙灣 大南西街 1008號 華匯廣場,"CHINA UNITED PLAZA, 1008 TAI NAN WEST STREET, CHEUNG SHA WAN, KOWLOON",46035,45638,1,0711039-001,114.1494513,22.33819946,九龍大南西街1008號,"1008 Tai Nan West Street, Kowloon",1746,大南西街1008號,"NO. 1008, TAI NAN WEST STREET",114.14945,22.33819,1008 TAI NAN WEST ST CHINA UNITED PLAZA,Sham Shui Po,1996,29,Industrial,22.33820671,114.1493868,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,1,25520,0.05,94.42320707,534.125695,0
4272,0,4272,210195,3343922160P20060311,KOWLOON PLAZA,九龍廣場,3,1,0,0,0,九龍 長沙灣 青山道 485號 九龍廣場,"KOWLOON PLAZA, 485 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",45760,45358,2,0909688-001,114.1494124,22.33851552,,,,,,,,485 CASTLE PEAK RD KOWLOON PLAZA,Sham Shui Po,1991,34,Industrial,22.33850495,114.1494182,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,0,25520,0.05,167.4348449,1726.730312,0
4279,0,4279,214114,3343522236P20060621,SHUN CHEUNG INDUSTRIAL BUILDING,順昌工業大廈,5,0,0,0,0,九龍 長沙灣 永康街 26號 順昌工業大廈,"SHUN CHEUNG INDUSTRIAL BUILDING, 26 WING HONG STREET, CHEUNG SHA WAN, KOWLOON",45795,45406,2,0808849-001,114.1494026,22.33920185,九龍永康街26號,"26 Wing Hong Street, Kowloon",3161,順昌工業大廈,SHUN CHEUNG INDUSTRIAL BUILDING,114.1494,22.3392,26 WING HONG ST SHUN CHEUNG INDUSTRIAL BUILDING,Sham Shui Po,1989,36,Industrial,22.33921031,114.1493909,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,1,25520,0.15,75.07755961,352.3865509,0
4280,0,4280,210188,3343521967P20060311,SUN CHEONG INDUSTRIAL BUILDING,新昌工業大廈,0,0,24.5,0,0,九龍 長沙灣 長義街 2號 至4號 新昌工業大廈,"SUN CHEONG INDUSTRIAL BUILDING, 2-4 CHEUNG YEE STREET, CHEUNG SHA WAN, KOWLOON",45858,45503,2,0511080-001,114.1494322,22.33663717,九龍長義街2-4號及長順街1號,"2-4 Cheung Yee Street &1 Cheung Shun Street, Kowloon",2737,新昌工業大廈,SUN CHEONG INDUSTRIAL BUILDING,114.14937,22.33676,2 CHEUNG YEE ST SUN CHEONG INDUSTRIAL BUILDING,Sham Shui Po,1977,48,Industrial,22.33676157,114.1493772,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,1,22100,0.05,197.9805539,2501.797922,0
4282,0,4282,427845,3343420845P20230803,Soho West, ,0,0,26.1,0,0,九龍 長沙灣 荔盈街 8號 維港匯 III 第一座(1B),"TOWER 1(1B), GRAND VICTORIA III, 8 LAI YING STREET, CHEUNG SHA WAN, KOWLOON",45807,45419,L28,0613361-001,114.1492206,22.32660416,,,,,,,,"B2/F:CAR PARKING,STAFF CANTEEN,TOILET, 10 LAI YING ST",Sham Shui Po,2023,2,Others,22.32663628,114.1493748,269/01-03,25190,0,0.75 - 0.8,0.75,0.8,3.20681099,0.000451286,1,0,25190,0.8,343.2601722,3286.571161,0
4291,0,4291,210180,3342622353P20060311,CHUNG DAH GODOWN BUILDING,中大貨倉大廈,0,0,19.9,0,0,九龍 荔枝角 瓊林街 115號 中大貨倉大廈,"CHUNG DAH GODOWN BUILDING, 115 KING LAM STREET, LAI CHI KOK, KOWLOON",45809,45435,3,091021A-001,114.1493636,22.34016811,,,,,,,,115 KING LAM ST CHUNG DAH GODOWN BUILDING,Sham Shui Po,1976,49,Industrial,22.34022381,114.1493155,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.3 - 0.35,0.3,0.35,3.826992578,0.000578167,1,0,25520,0.35,180.574038,1549.576063,0
4302,0,4302,346672,3341722280P20110509,CEO TOWER,環薈中心,2,0,0,0,0,九龍 長沙灣 永康街 77號,"77 WING HONG STREET, CHEUNG SHA WAN, KOWLOON",45786,45378,2,0812610-001,114.1492278,22.33950886,九龍永康街77號,"77 Wing Hong Street, Kowloon",2205,胡金祥工業大廈,WOO KAM CHEUNG INDUSTRIAL BUILDING,114.14923,22.3395,77 WING HONG ST CEO TOWER,Sham Shui Po,2011,14,Industrial,22.33958994,114.149202,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,1,25520,0.25,164.6082435,1667.835868,0
4304,0,4304,210171,3341322214P20060311, , ,1,0,0,0,0,"九龍 長沙灣 青山道 608號 榮吉工業大廈, A 座","WING KUT INDUSTRIAL BUILDING, 608 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON, BLOCK A",46070,45663,1,0106887-001,114.1491697,22.33901216,九龍青山道608號,"608 Castle Peak Road, Kowloon",4224,榮吉工業大廈,WING KUT INDUSTRIAL BUILDING,114.14916,22.33901,608 CASTLE PEAK RD WING KUT INDUSTRIAL BUILDING BLK B,Sham Shui Po,1983,42,Industrial,22.33900285,114.1491675,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,1,25520,0.15,163.1256101,1642.380901,0
4330,0,4330,210152,3339321951P20060311,CHEUNG KONG FACTORY BUILDING,長江工廠大廈,0,0,18.9,0,0,九龍 長沙灣 長義街 6號 長江工廠大廈,"CHEUNG KONG FACTORY BUILDING, 6 CHEUNG YEE STREET, CHEUNG SHA WAN, KOWLOON",45986,45569,1,040408A-001,114.1489468,22.33674545,九龍長順街5 號及長義街6號,"5 Cheung Shun Street &6 Cheung Yee Street, Kowloon",1581,長江工廠大廈,CHEUNG KONG FACTORY BUILDING,114.14894,22.33674,6 CHEUNG YEE ST CHEUNG KONG FACTORY BUILDING,Sham Shui Po,1976,49,Industrial,22.3366431,114.1489713,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,1,22100,0.05,148.0847525,1334.766745,0
4335,0,4335,429384,3338922270P20231110, , ,1,3,0,0,0,九龍 深水埗 大南西街 1016號 至1018號,"1016-1018 TAI NAN WEST STREET, SHAM SHUI PO, KOWLOON",46028,45608,L4,0211891-001,114.1489172,22.33949977,九龍大南西街1016-1018號,"1016-1018 Tai Nan West Street, Kowloon",1855,廣隆泰大廈,KWONG LOONG TAI BUILDING,114.1489,22.33953,"B3/F: CAR PARKING SPACES, MOTOR CYCLE SPACES B2/F:CAR PARKING SPACES,LOADING/UNLOADING AREA;B1/F:CAR PARKING SPACES;G/F:ENTRANCE LOBBY,REFUSE STORAGE, MATERIAL RECOVERY CHAMBER,LOADING/UNLOADING AREA 1018 TAI NAN WEST ST",Sham Shui Po,2022,3,Others,22.33949995,114.1489312,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,1,25520,0.2,138.1371283,1126.452497,0
4340,0,4340,210145,3338321895P20060311,D2 PLACE ONE,D2 PLACE 一期,0,0,16.6,0,0,九龍 長沙灣 長義街 9號 建業中心,"KIN YIP PLAZA, 9 CHEUNG YEE STREET, CHEUNG SHA WAN, KOWLOON",45972,45589,5,0211706-001,114.1488693,22.3361133,,,,,,,,9 CHEUNG YEE ST D2 PLACE ONE,Sham Shui Po,1978,47,Industrial,22.33607451,114.1488213,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,0,22100,0.05,249.0551323,2279.543549,0
4342,0,4342,220457,3338222353P20070316,KINGS TOWER,擎天廣場,6,0,0,0,0,九龍 長沙灣 瓊林街 111號 擎天廣場,"KINGS TOWER, 111 KING LAM STREET, CHEUNG SHA WAN, KOWLOON",45921,45548,3,1003038-003,114.1489559,22.34008677,,,,,,,,111 KING LAM ST KINGS TOWER,Sham Shui Po,2007,18,Office/Commercial,22.3401101,114.1489703,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,0,25520,0.3,121.7420295,726.384105,0
4346,0,4346,210140,3337921732P20060311,Liberte Place,昇悅商場,5,0,0,0,0,九龍 荔枝角 荔枝角道 833號 昇悅居,"LIBERTE, 833 LAI CHI KOK ROAD, LAI CHI KOK, KOWLOON",45916,45526,2,121263A-001,114.14853,22.33401815,,,,,,,,833 LAI CHI KOK RD LIBERTE PLACE,Sham Shui Po,2003,22,Residential/Composite,22.33467147,114.1488323,255/01-02,60190,0,0.4 - 0.45,0.4,0.45,3.626103268,0.000533266,1,0,60190,0.45,516.7576964,15973.86393,0
4352,0,4352,210137,3336722004P20060311, , ,6,1,0,0,0,九龍 長沙灣 長沙灣道 833號 長沙灣廣場,"CHEUNG SHA WAN PLAZA, 833 CHEUNG SHA WAN ROAD, CHEUNG SHA WAN, KOWLOON",46005,45617,1,0808903-001,114.1483255,22.33707044,,,,,,,,833 CHEUNG SHA WAN RD CHEUNG SHA WAN PLAZA,Sham Shui Po,1989,36,Office/Commercial,22.33710043,114.1487229,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,0,22100,0.05,390.882322,6593.753358,0
4358,0,4358,210131,3336422208P20060311,EASY TOWER,永義廣場,5,0,0,0,0,九龍 長沙灣 大南西街 609號 永義廣場,"EASY TOWER, 609 TAI NAN WEST STREET, CHEUNG SHA WAN, KOWLOON",46056,45685,1,0711365-001,114.1486261,22.33892176,,,,,,,,609 TAI NAN WEST ST EASY TOWER,Sham Shui Po,1998,27,Office/Commercial,22.33894092,114.1486897,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,0,25520,0.15,88.87549931,509.4092806,0
4360,0,4360,210130,3336221943P20060311,SAXON TOWER,西頓中心,5,0,0,0,0,九龍 長沙灣 長順街 7號,"7 CHEUNG SHUN STREET, CHEUNG SHA WAN, KOWLOON",46006,45593,6,0612650-001,114.1486362,22.33660994,,,,,,,,7 CHEUNG SHUN ST SAXON TOWER,Sham Shui Po,2004,21,Office/Commercial,22.33661981,114.1486456,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,0,22100,0.05,142.9764148,1249.117753,0
4379,0,4379,210120,3333921515P20060311, , ,5,0,0,0,0,九龍 長沙灣 深盛路 8號 碧海藍天 第三座,"AQUA MARINE, BLOCK 3, 8 SHAM SHING ROAD, CHEUNG SHA WAN, KOWLOON",45763,45394,12,0612340-001,114.1484236,22.3322662,,,,,,,,8 SHAM SHING RD AQUAMARINE,Sham Shui Po,2003,22,Residential/Composite,22.33257321,114.1483611,255/03-05 and 255/08-09,52630,0,0.6 - 0.65,0.6,0.65,3.329258115,0.000489656,1,0,52630,0.65,629.9069066,13073.80398,0
4384,0,4384,427198,3333420932P20230713, , ,1,2,0,0,0,九龍 長沙灣 荔盈街 8號 維港匯 II 第五座,"TOWER 5, GRAND VICTORIA II, 8 LAI YING STREET, CHEUNG SHA WAN, KOWLOON",45842,45450,L22,0713690-001,114.1486381,22.32738972,,,,,,,,PHASE 2-TOWER 3(3A & 3B) G/F:ENTRANCE LOBBY 1/F:PLANT ROOMS 2-28/F:11 FLATS 29/F:9 FLATS 8 LAI YING ST,Sham Shui Po,2023,2,Residential/Composite,22.32754969,114.1484225,269/01-03,25190,0,0.95 - 1,0.95,1,2.828374874,0.000419812,1,0,25190,1,342.4692577,2548.59193,0
4385,0,4385,210114,3333121928P20060311,CHEUNG LUNG INDUSTRIAL BUILDING,昌隆工業大廈,0,0,20.3,0,0,九龍 長沙灣 長義街 10號 昌隆工業大廈,"CHEUNG LUNG INDUSTRIAL BUILDING, 10 CHEUNG YEE STREET, CHEUNG SHA WAN, KOWLOON",46063,45686,1,1104578-001,114.1483645,22.33640219,九龍長沙灣長義街10 號,"10 Cheung Yee Street, Cheung Sha Wan, Kowloon",1125,昌隆工業大廈,CHEUNG LUNG INDUSTRIAL BUILDING,114.14836,22.3364,10 CHEUNG YEE ST CHEUNG LUNG INDUSTRIAL BUILDING,Sham Shui Po,1977,48,Industrial,22.33641845,114.1483701,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,1,22100,0.05,152.4350357,1523.421157,0
4394,0,4394,378960,3332122239P20151007, , ,0,0,0,0,0,九龍 長沙灣 永康街 59號 GLOBAL GATEWAY TOWER,"GLOBAL GATEWAY TOWER, 59 WING HONG STREET, CHEUNG SHA WAN, KOWLOON",46029,45615,1,0113767-001,114.1481018,22.33933708,九龍永康街63號,"63 Wing Hong Street, Kowloon",6874,永康街63號,NO. 63 WING HONG STREET,114.1482,22.3392,GLOBAL GATEWAY TOWER 61A/63 WING HONG ST,Sham Shui Po,2015,10,Industrial,22.33922831,114.1482628,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,1,25520,0.3,243.3447633,2369.17923,0
4398,0,4398,210105,3331622166P20060311,LONG TO BUILDING,浪淘大廈,0,0,20.5,0,0,九龍 長沙灣 青山道 654號 至656號 浪淘大廈,"LONG TO BUILDING, 654-656 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",45858,45448,1,0309850-001,114.1482184,22.33854241,,,,,,,,654/656 CASTLE PEAK RD LONG TO BUILDING,Sham Shui Po,1992,33,Industrial,22.33855113,114.1482353,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,0,25520,0.15,79.6672194,362.7389251,0
4404,1,4404,210098,3330822189P20060311,WING HONG CENTRE,永康中心,3,0,0,0,0,九龍 長沙灣 永康街 18號 永康中心,"WING HONG CENTRE, 18 WING HONG STREET, CHEUNG SHA WAN, KOWLOON",46025,45636,1,0910112-001,114.1481602,22.3387501,九龍永康街18號,"18 Wing Hong Street, Kowloon",4749,永康中心,WING HONG CENTRE,114.14816,22.33875,18 WING HONG ST WING HONG CENTRE,Sham Shui Po,1993,32,Industrial,22.33878207,114.1481524,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,1,25520,0.15,76.54315493,359.5674993,1
4414,0,4414,210093,3329422170P20060311,FAST INDUSTRIAL BUILDING,福至工業大廈,0,0,19,0,0,九龍 長沙灣 青山道 658號 福至工業大廈,"FAST INDUSTRIAL BUILDING, 658 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",46019,45624,1,0506664-001,114.1479757,22.33865976,九龍青山道658號,"658 Castle Peak Road, Kowloon",2702,福至工業大廈,FAST INDUSTRIAL BUILDING,114.14797,22.33865,658 CASTLE PEAK RD FAST INDUSTRIAL BUILDING,Sham Shui Po,1981,44,Industrial,22.33859674,114.1480157,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,1,25520,0.25,133.7573418,971.6634627,0
4415,0,4415,210091,3329021860P20060311, , ,0,0,13.7,0,0,九龍 荔枝角 荔枝角道 822號,"822 LAI CHI KOK ROAD, LAI CHI KOK, KOWLOON",45788,45397,1,0305340-001,114.147986,22.33579707,,,,,,,,822 LAI CHI KOK RD,Sham Shui Po,1979,46,Industrial,22.33579058,114.1479709,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,0,22100,0.05,155.3703291,1291.785993,0
4416,0,4416,210090,3328922094P20060311, , ,0,0,18,0,0,"九龍 荔枝角 青山道 489號 至491號 香港工業中心, C 座","HONG KONG INDUSTRIAL CENTRE, 489-491 CASTLE PEAK ROAD, LAI CHI KOK, KOWLOON, BLOCK C",45954,45580,11,0806625-007,114.148005,22.33782896,,,,,,,,489/491 CASTLE PEAK RD HONG KONG INDUSTRIAL CENTRE BLK C,Sham Shui Po,1982,43,Industrial,22.33788112,114.1478214,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,0,25520,0.05,285.1782874,4314.796871,0
4418,0,4418,210089,3328721913P20060311,GREAT WALL FACTORY BUILDING,長城工廠大廈,2,0,0,0,0,九龍 長沙灣 長順街 11號 長城工廠大廈,"GREAT WALL FACTORY BUILDING, 11 CHEUNG SHUN STREET, CHEUNG SHA WAN, KOWLOON",45886,45503,1,0404381-001,114.1479665,22.33626666,九龍長順街11號,"11 Cheung Shun Street, Kowloon",5304,長城工廠大廈,GREAT WALL FACTORY BUILDING,114.14796,22.33626,11 CHEUNG SHUN ST GREAT WALL FACTORY BUILDING,Sham Shui Po,1977,48,Industrial,22.33627173,114.1479401,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,1,22100,0.05,130.8004602,1058.365247,0
4427,0,4427,210080,3327922164P20060311,MACKENNY CENTRE,百生利工業大廈,0,0,19,0,0,九龍 長沙灣 青山道 660號 百生利中心,"MACKENNY CENTRE, 660 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",45827,45478,1,1207830-001,114.1479078,22.33842496,九龍青山道660號,"660 Castle Peak Road, Kowloon",6492,百生利中心,MACKENNY CENTRE,114.1479,22.33842,660 CASTLE PEAK RD MACKENNY CENTRE,Sham Shui Po,1985,40,Industrial,22.33854635,114.1478628,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,1,25520,0.25,115.5900419,556.5156395,0
4431,0,4431,400704,3327522228P20190225, , ,0,0,0,0,0,九龍 長沙灣 永康街 55號,"55 WING HONG STREET, CHEUNG SHA WAN, KOWLOON",45884,45482,L1,0812955-001,114.14783,22.33906611,九龍永康街55-57 號及瓊林街84-86 號,"84-86 King Lam Street &55-57 Wing Hong Street, Kowloon",51,嘉利工廠大廈,KELLY COURT,114.14785,22.33902,KIMBERLAND CENTER 55 WING HONG ST,Sham Shui Po,2018,7,Industrial,22.33911845,114.1478246,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,1,25520,0.3,143.6900444,1192.24669,0
4440,0,4440,210070,3326122158P20060311,KEE WAH INDUSTRIAL BUILDING,奇華工業大廈,0,0,17.6,0,0,九龍 長沙灣 青山道 666號 奇華工業大廈,"KEE WAH INDUSTRIAL BUILDING, 666 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",46077,45701,1,0907553-001,114.1476846,22.3384791,,,,,,,,666 CASTLE PEAK RD KEE WAH INDUSTRIAL BUILDING,Sham Shui Po,1987,38,Industrial,22.33846537,114.1477001,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,0,25520,0.25,140.1911496,1115.498099,0
4444,0,4444,210068,3325521705P20060311,Banyan Mall,泓景匯,0,0,0,0,0,"九龍 荔枝角 荔枝角道 861號 至871號 泓景臺一期, 1 座","BANYAN GARDEN PHASE I, 861-871 LAI CHI KOK ROAD, LAI CHI KOK, KOWLOON, BLOCK 1",45939,45538,1,0312231-001,114.1471806,22.33470423,,,,,,,,863 LAI CHI KOK RD BANYAN MALL,Sham Shui Po,2003,22,Residential/Composite,22.33449612,114.1475584,255/01-02,60190,0,0.6 - 0.65,0.6,0.65,3.329258115,0.000489656,1,0,60190,0.65,582.1889289,17990.02846,0
